2024-03-02 15:46:38,655 WARN [restartedMain] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration [UserDetailsServiceAutoConfiguration.java:87] 

Using generated security password: 4bc005f9-acf5-44e5-87f5-05a0c107c7cd

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-03-02 15:46:39,346 WARN [restartedMain] o.s.s.c.a.w.b.WebSecurity [WebSecurity.java:289] You are asking Spring Security to ignore Mvc [pattern='/resources/static/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-03-02 15:46:39,347 WARN [restartedMain] o.s.s.c.a.w.b.WebSecurity [WebSecurity.java:289] You are asking Spring Security to ignore Mvc [pattern='/resources/templates/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-03-02 15:47:59,419 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:47:59,419 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:01,690 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:01,690 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:03,004 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:03,005 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:04,835 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:04,836 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:06,444 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:06,444 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:08,328 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:08,328 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:09,763 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:09,763 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:11,811 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:11,811 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:13,346 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:13,346 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:15,190 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:15,190 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:16,825 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:16,825 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:18,702 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:18,702 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:20,514 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:20,515 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:22,050 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:22,050 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:23,940 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:23,940 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:25,299 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:25,299 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:26,948 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:26,948 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:28,553 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:28,553 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:30,010 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:30,010 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:31,675 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:31,675 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:33,412 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:33,412 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:35,088 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:35,088 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:36,773 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:36,773 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:38,747 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:38,747 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:40,689 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:40,690 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:42,345 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
2024-03-02 15:48:42,345 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:1065] [Consumer clientId=consumer-community-consumer-group-1, groupId=community-consumer-group] Bootstrap broker 39.101.75.202:8892 (id: -1 rack: null) disconnected
2024-03-02 15:48:44,368 WARN [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] o.a.k.c.NetworkClient [NetworkClient.java:775] [Consumer clientId=consumer-community-consumer-group-2, groupId=community-consumer-group] Connection to node -1 (/39.101.75.202:8892) could not be established. Broker may not be available.
